000,000,080
000,000,080
000,000,160
000,000,240
080,000,000
080,000,080
080,000,160
080,000,240
160,000,000
160,000,080
160,000,160
160,000,240
240,000,000
240,000,080
240,000,160
240,000,240
000,016,000
000,016,080
000,016,160
000,016,240
080,016,000
080,016,080
080,016,160
080,016,240
160,016,000
160,016,080
160,016,160
160,016,240
240,016,000
240,016,080
240,016,160
240,016,240
000,032,000
000,032,080
000,032,160
000,032,240
080,032,000
080,032,080
080,032,160
080,032,240
160,032,000
160,032,080
160,032,160
160,032,240
240,032,000
240,032,080
240,032,160
240,032,240
000,048,000
000,048,080
000,048,160
000,048,240
080,048,000
080,048,080
080,048,160
080,048,240
160,048,000
160,048,080
160,048,160
160,048,240
240,048,000
240,048,080
240,048,160
240,048,240
000,064,000
000,064,080
000,064,160
000,064,240
080,064,000
080,064,080
080,064,160
080,064,240
160,064,000
160,064,080
160,064,160
160,064,240
240,064,000
240,064,080
240,064,160
240,064,240
000,080,000
000,080,080
000,080,160
000,080,240
080,080,000
080,080,080
080,080,160
080,080,240
160,080,000
160,080,080
160,080,160
160,080,240
240,080,000
240,080,080
240,080,160
240,080,240
000,096,000
000,096,080
000,096,160
000,096,240
080,096,000
080,096,080
080,096,160
080,096,240
160,096,000
160,096,080
160,096,160
160,096,240
240,096,000
240,096,080
240,096,160
240,096,240
000,112,000
000,112,080
000,112,160
000,112,240
080,112,000
080,112,080
080,112,160
080,112,240
160,112,000
160,112,080
160,112,160
160,112,240
240,112,000
240,112,080
240,112,160
240,112,240
000,128,000
000,128,080
000,128,160
000,128,240
080,128,000
080,128,080
080,128,160
080,128,240
160,128,000
160,128,080
160,128,160
160,128,240
240,128,000
240,128,080
240,128,160
240,128,240
000,144,000
000,144,080
000,144,160
000,144,240
080,144,000
080,144,080
080,144,160
080,144,240
160,144,000
160,144,080
160,144,160
160,144,240
240,144,000
240,144,080
240,144,160
240,144,240
000,160,000
000,160,080
000,160,160
000,160,240
080,160,000
080,160,080
080,160,160
080,160,240
160,160,000
160,160,080
160,160,160
160,160,240
240,160,000
240,160,080
240,160,160
240,160,240
000,176,000
000,176,080
000,176,160
000,176,240
080,176,000
080,176,080
080,176,160
080,176,240
160,176,000
160,176,080
160,176,160
160,176,240
240,176,000
240,176,080
240,176,160
240,176,240
000,192,000
000,192,080
000,192,160
000,192,240
080,192,000
080,192,080
081,193,160
080,192,240
160,192,000
160,192,080
160,192,160
160,192,240
240,192,000
240,192,080
240,192,160
240,192,240
000,208,000
000,208,080
000,208,160
000,208,240
080,208,000
080,208,080
080,208,160
080,208,240
160,208,000
160,208,080
160,208,160
160,208,240
240,208,000
240,208,080
240,208,160
240,208,240
000,224,000
000,224,080
000,224,160
000,224,240
080,224,000
080,224,080
080,224,160
080,224,240
160,224,000
160,224,080
160,224,160
160,224,240
240,224,000
240,224,080
240,224,160
240,224,240
000,240,000
000,240,080
000,240,160
000,240,240
080,240,000
080,240,080
080,240,160
080,240,240
160,240,000
160,240,080
160,240,160
160,240,240
240,240,000
240,240,080
240,240,160
240,240,160
