255,253,253
255,253,253
255,252,252
255,251,251
255,250,250
255,249,249
255,248,248
255,247,248
255,246,247
255,245,247
255,244,246
255,243,246
255,242,245
255,241,245
255,240,244
255,239,244
255,238,244
255,237,244
255,236,243
255,235,243
255,234,243
255,233,243
255,232,243
255,231,243
255,230,243
255,229,243
255,228,244
255,227,244
255,226,244
255,225,244
255,224,245
255,223,245
255,222,246
255,221,246
255,220,247
255,219,247
255,218,248
255,217,249
255,216,250
255,215,250
255,214,251
255,213,252
255,212,253
255,211,254
254,210,255
253,209,255
252,208,255
251,207,255
249,206,255
248,205,255
247,204,255
246,203,255
244,202,255
243,201,255
241,200,255
240,199,255
238,198,255
237,197,255
235,196,255
233,195,255
231,194,255
230,193,255
228,192,255
226,191,255
224,190,255
222,189,255
220,188,255
218,187,255
216,186,255
213,185,255
211,184,255
209,183,255
207,182,255
204,181,255
202,180,255
199,179,255
197,178,255
194,177,255
192,176,255
189,175,255
187,174,255
184,173,255
181,172,255
178,171,255
175,170,255
172,169,255
170,169,255
168,169,255
167,170,255
166,171,255
165,172,255
164,173,255
163,174,255
162,176,255
161,177,255
160,178,255
159,180,255
158,181,255
157,183,255
156,184,255
155,186,255
154,188,255
153,189,255
152,191,255
151,193,255
150,195,255
149,197,255
148,199,255
147,201,255
146,203,255
145,205,255
144,207,255
143,209,255
142,211,255
141,214,255
140,216,255
139,218,255
138,221,255
137,223,255
136,226,255
135,228,255
134,231,255
133,233,255
132,236,255
131,239,255
130,241,255
129,244,255
128,247,255
127,250,255
126,253,255
125,255,253
124,255,250
123,255,247
122,255,244
121,255,241
120,255,237
119,255,234
118,255,231
117,255,227
116,255,224
115,255,220
114,255,217
113,255,213
112,255,210
111,255,206
110,255,203
109,255,199
108,255,195
107,255,191
106,255,187
105,255,183
104,255,179
103,255,175
102,255,171
101,255,167
100,255,163
099,255,159
098,255,155
097,255,150
096,255,146
095,255,142
094,255,137
093,255,133
092,255,128
091,255,124
090,255,119
089,255,114
088,255,110
087,255,105
086,255,100
085,255,095
085,255,090
084,255,086
084,255,083
088,255,082
091,255,081
094,255,080
097,255,079
100,255,078
103,255,077
107,255,076
110,255,075
114,255,074
117,255,073
121,255,072
124,255,071
128,255,070
131,255,069
135,255,068
139,255,067
143,255,066
146,255,065
150,255,064
154,255,063
158,255,062
162,255,061
166,255,060
170,255,059
174,255,058
179,255,057
183,255,056
187,255,055
191,255,054
196,255,053
200,255,052
205,255,051
209,255,050
214,255,049
218,255,048
223,255,047
228,255,046
233,255,045
237,255,044
242,255,043
247,255,042
252,255,041
255,252,040
255,247,039
255,242,038
255,237,037
255,232,036
255,226,035
255,221,034
255,216,033
255,211,032
255,205,031
255,200,030
255,194,029
255,189,028
255,183,027
255,178,026
255,172,025
255,166,024
255,160,023
255,155,022
255,149,021
255,143,020
255,137,019
255,131,018
255,125,017
255,119,016
255,113,015
255,107,014
255,100,013
255,094,012
255,088,011
255,081,013
255,075,009
255,069,008
255,062,007
255,056,006
255,049,005
255,042,004
255,036,003
255,029,002
255,029,002
